"original"	"varname"	"varnum"	"T"	"pval"	"rownum"
0.00139218186829762	"V1"	1	0.156600501357994	0.875562205852128	16384
-0.00330209353430509	"PACALDtex_l"	2	-0.371439847702757	0.710316170096521	16384
0.000925970266721525	"PHEtex_l"	3	0.10415832367511	0.917045357752962	16384
-0.000475959254186047	"EX_ala_B_e_l"	4	-0.0535385467517497	0.957303664027963	16384
0.012030089205813	"TRPtex_l"	5	1.35330918759932	0.175981051561256	16384
0.00255012832901322	"TYMtex_l"	6	0.286853532189916	0.774229168706072	16384
0.000318150143722593	"DINStex_l"	7	0.0357872971828444	0.971452526491938	16384
0.0029830731427073	"DMStex_l"	8	0.335554129959082	0.737212682496045	16384
0.00183486179757485	"BUTtex_l"	9	0.206395794404682	0.836485076548767	16384
0.00366906170269113	"F6PA_l"	10	0.412719218617328	0.679819335401685	16384
0.00289829205836407	"GUAtpp_l"	11	0.326017358950984	0.744416613010833	16384
0.00171275651598001	"PPM2_l"	12	0.192660649231545	0.847227835402438	16384
0.00224509367276972	"DMSOtex_l"	13	0.252541243434628	0.800626841449592	16384
-0.0011657244667048	"3GMPtex_l"	14	-0.13112725227621	0.895676727800304	16384
0.00714081682884402	"Ktex_l"	15	0.803259221353447	0.421840011069836	16384
0.00325126695391158	"EX_5dglcn_e_l"	16	0.365722499538135	0.714578269079842	16384
-0.00143835562326631	"MICITDr_copy1_l"	17	-0.161794397401236	0.87147034849264	16384
0.000861695762317416	"ACALD_l"	18	0.0969283617306016	0.922784820605808	16384
-0.00269050251246792	"MLTP1_l"	19	-0.302643762734743	0.762166334592262	16384
0.00369480787627377	"CGLYtex_l"	20	0.415615350125099	0.677698540405562	16384
0.00472586709521235	"EX_k_e_l"	21	0.531597717640795	0.595013978188454	16384
0.000874237428252151	"HISt2rpp_l"	22	0.0983391195734841	0.921664573494877	16384
-0.00457604241418364	"HPPPNtex_l"	23	-0.514744058402093	0.60674087255397	16384
-0.00204320127627949	"EX_5mtr_e_l"	24	-0.229831108514404	0.818226725749411	16384
0.00166974777006	"ACGAL1Ptex_l"	25	0.187822765834826	0.851018600614501	16384
0.00290868257076286	"GTHRDtex_l"	26	0.327186156280878	0.743532503381591	16384
-0.00063211312610392	"O2Stex_l"	27	-0.0711036097828557	0.943316418994524	16384
0.00156644412259514	"EX_gua_e_l"	28	0.176202552102494	0.86013763575322	16384
0.00192603960966982	"ILEt2rpp_l"	29	0.216652035579138	0.82848302297351	16384
-0.00632934790943177	"12PPDStpp_l"	30	-0.71197447124797	0.476493711330177	16384
-0.00471150818328959	"QUIN2tex_l"	31	-0.529982493522663	0.596133368192942	16384
0.00618348806747652	"HYXNtex_l"	32	0.695566382606483	0.486713199677478	16384
-0.00761668358324621	"EX_csn_e_l"	33	-0.856791730550479	0.391576223007592	16384
0.00423592763186972	"EX_dmso_e_l"	34	0.476484943859125	0.633737159094842	16384
0.000231190981510028	"ALLPI_l"	35	0.0260056464751707	0.979253244845992	16384
0.00303912921862108	"EX_trp__L_e_l"	36	0.341859714507356	0.732462145627764	16384
0.00460203260264333	"CYStex_l"	37	0.517667671519349	0.604699207916412	16384
0.00242718243397359	"ACGALtex_l"	38	0.273023766491175	0.784839402090313	16384
-0.00269617014470036	"MANAO_l"	39	-0.303281296426889	0.761680484855671	16384
-0.0023272550128631	"EX_h_e_l"	40	-0.261783279808274	0.793492791616254	16384
0.00218266652226833	"ACACT5r_l"	361	0.245519039156741	0.806058550083682	16384
-0.00245864601495064	"VALtex_l"	362	-0.276562996530641	0.782120198513895	16384
-0.00397298341121978	"SUCRtex_l"	363	-0.44690676967504	0.654950025002016	16384
-0.000468724077658202	"GALAMtex_l"	364	-0.0527246936348132	0.957952096046473	16384
-0.000176265466170637	"LCARS_l"	365	-0.0198273190320041	0.984181437359232	16384
0.00190345192956018	"EX_fe3hox_e_l"	366	0.214111233881266	0.830463765678858	16384
0.0195366802123787	"HCO3E_l"	367	2.19801382033246	0.0279661687190778	16384
0.000319078266655545	"GDPtex_l"	368	0.0358916976216179	0.971369282123392	16384
0.000879469155764643	"EX_glyb_e_l"	369	0.098927614023107	0.92119731075245	16384
0.00146673167532616	"CTECOAI8_copy1_l"	370	0.164986303457484	0.868957398195738	16384
-0.00142973229642702	"NO2t2rpp_l"	371	-0.160824394706781	0.872234278617059	16384
-0.00164006529093396	"ARABDI_l"	372	-0.184483901990939	0.853636811315415	16384
-0.000666567615090763	"EX_ade_e_l"	373	-0.0749792445377455	0.940232411183566	16384
-0.00469192854256903	"EX_cellb_e_l"	374	-0.527779993743885	0.597661299188476	16384
-0.003549769648122	"4HOXPACDtex_l"	375	-0.399300323443708	0.689678668016561	16384
-0.00752562090167554	"EX_galam_e_l"	376	-0.846547613484839	0.397263334099062	16384
0.00106355330103736	"NH4tpp_l"	377	0.119634450605787	0.904774627404947	16384
-0.00326441320417524	"MELIBtex_l"	378	-0.367201286332997	0.71347502090063	16384
-0.00141808031904843	"EX_glyc_e_l"	379	-0.159513711582683	0.873266702400849	16384
-0.00584285580183488	"DCYTtex_l"	380	-0.657248094461879	0.511033360388177	16384
-0.00133790260551836	"3ntymex_l"	381	-0.150494851311866	0.880376611436547	16384
-1.17542007343799e-05	"HPYRI_l"	382	-0.00132217778890854	0.99894507590655	16384
-0.00232920104677461	"NI2tex_l"	383	-0.262002182292022	0.793324024674613	16384
0.00183742832413718	"ADEtex_l"	384	0.206684493028503	0.836259594366729	16384
0.00291784207516312	"EX_adn_e_l"	385	0.328216481330146	0.742753418213378	16384
-0.0119488056186071	"LCTStex_l"	386	-1.34416398638281	0.178919463664644	16384
0.00346830912906272	"ACt2rpp_l"	387	0.390137022523449	0.696441794761625	16384
0.00126758729226463	"ISETACtex_l"	388	0.142585374161502	0.886619919475234	16384
-0.000789330846101869	"EX_din_e_l"	389	-0.0887883456683579	0.929251525113154	16384
0.00380938105862275	"ACACT6r_l"	390	0.428503450269453	0.668291916270051	16384
-0.00259146165650536	"UAG2E_l"	391	-0.291502980550628	0.770671443171526	16384
-0.000775654552442036	"EX_glyc__R_e_l"	392	-0.0872499587778191	0.930474210032953	16384
-0.00439568452604611	"EX_tartr__L_e_l"	393	-0.49445578885357	0.620992906761453	16384
-0.00409736645690882	"GALCTt2rpp_l"	394	-0.460898407312507	0.644879416121287	16384
0.00205533295469917	"EX_ile__L_e_l"	395	0.231195755686273	0.817166465428602	16384
-0.00305304575743504	"UREAtex_l"	396	-0.343425145881967	0.731284350753784	16384
0.000852056360231189	"EX_dump_e_l"	397	0.0958440670464431	0.923645935826997	16384
0.00510086928736307	"HCINNMtex_l"	398	0.573781575496619	0.566125816573066	16384
-0.0217077636524131	"PRPPS_l"	399	-2.44238536095382	0.0146041513075925	16384
-0.00225487295962905	"ICDHyr_l"	400	-0.253641280294152	0.799776823245938	16384
0.00220457681380698	"EX_glyc2p_e_l"	401	0.247983648242117	0.804151082643235	16384
-0.0113546958289266	"EX_fecrm_e_l"	402	-1.27732160257827	0.201512166988306	16384
0.0032013619010238	"3HPPtex_l"	403	0.360108814333631	0.718771771997682	16384
-0.000117211514101199	"EX_rfamp_e_l"	404	-0.0131846022630459	0.989480722056177	16384
0.00500469788400169	"HSDy_l"	405	0.562963267543088	0.573469871700039	16384
0.00153210158717528	"UMPtex_l"	406	0.172339499049474	0.863173389442965	16384
0.00371561335373245	"EX_imp_e_l"	407	0.417955713991133	0.67598658923029	16384
0.0123834490850209	"FALDtpp_l"	408	1.39306595583385	0.163624319801249	16384
-0.00270694385316446	"NOVBCNtex_l"	409	-0.304493196266282	0.760757183066912	16384
0.000797447787597115	"RBP4E_l"	410	0.089701385196434	0.928525934913169	16384
-0.000449282789372729	"MALTATr_l"	411	-0.0505378288481263	0.9596946025667	16384
-0.00240196485347163	"EX_glyc3p_e_l"	412	-0.270187128154735	0.787020701324533	16384
0.000607353254950815	"GALKr_l"	413	0.0683184803389404	0.945533192831477	16384
-0.00680657443701269	"PTRCtex_l"	414	-0.765659037153688	0.44389348835183	16384
0.000310723176887276	"LIPOtex_l"	415	0.0349518705752648	0.972118670455494	16384
-0.00505493480647656	"EX_indole_e_l"	416	-0.568614410083739	0.569627934960196	16384
0.00477296290935234	"PPALtpp_l"	417	0.536895495667968	0.591349242706434	16384
0.00228047601112987	"GLYCLTt2rpp_l"	418	0.256521275957509	0.797552524628789	16384
-0.0094768003058307	"MEOHtex_l"	419	-1.06605101046054	0.286420924360503	16384
0.00293081831172246	"CU2tex_l"	420	0.32967613922035	0.741650142126412	16384
-0.0010100653164838	"PIt2rpp_l"	421	-0.113617815293604	0.909542566828173	16384
0.000588544691152203	"CITtex_l"	422	0.0662027874735247	0.947217423500856	16384
